mine_id;name;lat_min;lat_max;lon_min;lon_max
417;Voisey's Bay;47.609794993993994;47.621807006006;-52.79213001201201;-52.768105987987994
626;Totten;46.43525795795796;46.51934204204204;-81.11945605605604;-81.00734394394397
1357;Onca Puma;-6.586288312012012;-6.562264287987988;-51.11241102002001;-51.072370979979986
1325;Morro da Mina;-20.65539242002002;-20.61535237997998;-43.78633752002001;-43.74629747997999
1034;Moatize Mozambique;-16.208831642042043;-16.12474755795796;33.74856725795796;33.83265134204204
43;Brunswick;47.439257957957956;47.52334204204204; -65.93195605605604 ;-65.81984394394397 
42;Cerro Matoso;7.867957957957958;7.952042042042042;-75.59204204204202; -75.50795795795797
